Cell Line Name,Canonical Name,Tissue Diagnosis,Gender,Ethnicity,Age,Age Unit,Age Category,SOURCE
C8166,C8166,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
C831L,C831L,Carcinoma Large Cell,male,Japanese,54,Years,Adult,RIKEN
Ca Ski,Ca Ski,Carcinoma,Female,Caucasian,40,Years,Adult,ATCC
CA46,CA46,Malignant Lymphoma - Burkitts Type,Male,Unknown,Unknown,Unknown,Unknown,ATCC
Ca9-22,Ca9-22,Carcinoma Squamous Cell,Male,Japanese,Unknown,Unknown,Unknown,JCRB
Caco-2,Caco-2,Adenocarcinoma,Male,Caucasian,72,Years,Adult,ATCC
CADO-ES1,CADO-ES1,Sarcoma Ewings,Female,Japanese,19,Years,Juvenile,DSMZ
Caki-1,Caki-1,Adenocarcinoma Clear Cell,Male,Caucasian,49,Years,Adult,ATCC
Caki-2,Caki-2,Carcinoma,Male,Caucasian,69,Years,Adult,ECACC
CAL 27,CAL 27,Carcinoma Squamous Cell,Male,Caucasian,56,Years,Adult,ATCC
CAL 29,CAL 29,Carcinoma Transitional Cell,Female,Unknown,80,Years,Adult,DSMZ
CAL 33,CAL 33,Carcinoma Squamous Cell,Male,Unknown,69,Years,Adult,DSMZ
CAL 39,CAL 39,Carcinoma Squamous Cell,Female,Unknown,76,Years,Adult,DSMZ
CAL 54,CAL 54,Carcinoma,Male,Unknown,75,Years,Adult,DSMZ
CAL 62,CAL 62,Carcinoma Anaplastic,Female,Unknown,70,Years,Adult,DSMZ
CAL 72,CAL 72,Osteosarcoma,Male,Unknown,10,Years,Juvenile,DSMZ
CAL 78,CAL 78,Chondrosarcoma,Male,Unknown,76,Years,Adult,DSMZ
CAL-120,CAL-120,Adenocarcinoma,Female,Unknown,43,Years,Adult,DSMZ
CAL-12T,CAL-12T,Carcinoma Non-Small Cell,Male,Unknown,Unknown,Unknown,Unknown,DSMZ
CAL-148,CAL-148,Adenocarcinoma,Female,Unknown,58,Years,Adult,DSMZ
CAL-51,CAL-51,Adenocarcinoma,Female,Unknown,45,Years,Adult,DSMZ
CAL-85-1,CAL-85-1,Adenocarcinoma,Female,Unknown,35,Years,Adult, --
Calu-1,Calu-1,Carcinoma,Female,Caucasian,47,Years,Adult,ECACC
Calu-3,Calu-3,Adenocarcinoma,Male,Caucasian,25,Years,Adult,ATCC
Calu-6,Calu-6,Carcinoma Anaplastic,Female,Caucasian,61,Years,Adult,ATCC
CAMA-1,CAMA-1,Adenocarcinoma,Female,Caucasian,51,Years,Adult,ATCC
Caov-3,Caov-3,Adenocarcinoma,Female,Caucasian,54,Years,Adult,ATCC
Caov-4,Caov-4,Adenocarcinoma,Female,Caucasian,45,Years,Adult,ATCC
Capan-1,Capan-1,Adenocarcinoma,Male,Caucasian,40,Years,Adult,ATCC
Capan-2,Capan-2,Adenocarcinoma,Male,Caucasian,56,Years,Adult,ATCC
CaR-1,CaR-1,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
CASMC,CASMC,Normal,Unknown,Unknown,Unknown,Unknown,Unknown, --
Cates-1B,Cates-1B,Carcinoma Embryonal,Male,Caucasian,34,Years,Adult,ATCC
CB-3512,CB-3512,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
CCD 1102 KERTr,CCD 1102 KERTr,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
CCD 1103 KIDTr,CCD 1103 KIDTr,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
CCD 1105 KIDTr,CCD 1105 KIDTr,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
CCD 1106 KERTr,CCD 1106 KERTr,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
CCD 1108Sk,CCD 1108Sk,Normal,Male,Caucasian,24,Years,Adult,ATCC
CCD 18Lu,CCD 18Lu,Normal,Female,African,3,Months,Juvenile,ATCC
CCD 841 CoN,CCD 841 CoN,Normal,Female,Unknown,21,Weeks,Fetus,ATCC
CCD 841 CoTr,CCD 841 CoTr,Normal,Female,Unknown,21,Weeks,Fetus,ATCC
CCD-1037Sk,CCD-1037Sk,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
CCD-1058Sk,CCD-1058Sk,Normal,Female,Unknown,52,Years,Adult,ATCC
CCD-1059Sk,CCD-1059Sk,Normal,Female,Caucasian,20,Years,Adult,ATCC
CCD-1064Sk,CCD-1064Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1065Sk,CCD-1065Sk,Normal,Female,African,46,Years,Adult,ATCC
CCD-1068Sk,CCD-1068Sk,Normal,Female,Unknown,65,Years,Adult,ATCC
CCD-1069Sk,CCD-1069Sk,Normal,Female,Unknown,70,Years,Adult,ATCC
CCD-1070Sk,CCD-1070Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1072Sk,CCD-1072Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1074Sk,CCD-1074Sk,Normal,Female,Unknown,42,Years,Adult,ATCC
CCD-1076Sk,CCD-1076Sk,Normal,Male,Unknown,38,Years,Adult,ATCC
CCD-1077Sk,CCD-1077Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1079Sk,CCD-1079Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1086Sk,CCD-1086Sk,Normal,Female,Unknown,15,Unknown,Juvenile,ATCC
CCD-1087Sk,CCD-1087Sk,Normal,Female,Unknown,18,Years,Juvenile,ATCC
1777N Rpmet,1777N Rpmet,Carcinoma Embryonal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
180BR,180BR,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
182-PF SK,182-PF SK,adenomatosis,Male,Caucasian,20,Years,Adult,ATCC
CCD-1090Sk,CCD-1090Sk,Normal,Female,Caucasian,46,Years,Adult,ATCC
CCD-1092Sk,CCD-1092Sk,Normal,Male,African,2,Years,Juvenile,ATCC
CCD-1093Sk,CCD-1093Sk,Normal,Male,Caucasian,27,Years,Adult,ATCC
CCD-1094Sk,CCD-1094Sk,Normal,Female,Caucasian,57,Years,Adult,ATCC
CCD-1095Sk,CCD-1095Sk,Normal,Female,Caucasian,37,Years,Adult,ATCC
CCD-1096Sk,CCD-1096Sk,Normal,Female,Caucasian,34,Years,Adult,ATCC
CCD-1097Sk,CCD-1097Sk,Normal,Female,Caucasian,31,Years,Adult,ATCC
CCD-1098Sk,CCD-1098Sk,Normal,Male,african,7,Years,Juvenile,ATCC
CCD-1099Sk,CCD-1099Sk,Normal,Male,Caucasian,24,Years,Adult,ATCC
CCD-1100Sk,CCD-1100Sk,Normal,Female,Caucasian,9,Years,Juvenile,ATCC
CCD-1101Sk,CCD-1101Sk,Normal,Female,Caucasian,42,Years,Adult,ATCC
CCD-1109Sk,CCD-1109Sk,Normal,Male,Caucasian,21,Years,Adult,ATCC
CCD-1112Sk,CCD-1112Sk,Normal,Male,Caucasian,Unknown,Unknown,Juvenile,ATCC
CCD-1113Sk,CCD-1113Sk,Normal,Female,African,39,Years,Adult,ATCC
CCD-1114Sk,CCD-1114Sk,Normal,Male,Caucasian,Unknown,Unknown,Juvenile,ATCC
CCD-1117Sk,CCD-1117Sk,Normal,Male,Caucasian,56,Years,Adult,ATCC
CCD-1118Sk,CCD-1118Sk,Normal,Female,Caucasian,59,Years,Adult,ATCC
CCD-112 CoN,CCD-112 CoN,Normal,Female,Unknown,22,Weeks,Fetus,ATCC
CCD-1120Sk,CCD-1120Sk,Normal,Female,Caucasian,20,Years,Adult,ATCC
CCD-1121Sk,CCD-1121Sk,Normal,Female,Caucasian,52,Years,Adult,ATCC
CCD-1122Sk,CCD-1122Sk,Normal,Female,Caucasian,37,Years,Adult,ATCC
CCD-1123Sk,CCD-1123Sk,Normal,Female,Unknown,40,Years,Adult,ATCC
CCD-1124Sk,CCD-1124Sk,Normal,Male,Unknown,16,Years,Juvenile,ATCC
CCD-1126Sk,CCD-1126Sk,Normal,Female,Unknown,44,Years,Adult,ATCC
CCD-1127Sk,CCD-1127Sk,Normal,Male,Caucasian,40,Years,Adult,ATCC
CCD-1128Sk,CCD-1128Sk,Normal,Female,Caucasian,59,Years,Adult,ATCC
CCD-1129SK,CCD-1129SK,Normal,Female,Unknown,46,Years,Adult,ATCC
CCD-1131Sk,CCD-1131Sk,Normal,Female,African,42,Years,Adult,ATCC
CCD-1132Sk,CCD-1132Sk,Normal,Female,African,18,Years,Juvenile,ATCC
CCD-1134Sk,CCD-1134Sk,Normal,Female,African,52,Years,Adult,ATCC
CCD-1135Sk,CCD-1135Sk,Normal,Male,Caucasian,34,Years,Adult,ATCC
CCD-1136Sk,CCD-1136Sk,Normal,Male,Unknown,36,Years,Adult,ATCC
CCD-1137Sk,CCD-1137Sk,Normal,Male,Unknown,Unknown,Unknown,Juvenile,ATCC
CCD-1138Sk,CCD-1138Sk,Normal,Male,Caucasian,43,Years,Adult,ATCC
CCD-1139Sk,CCD-1139Sk,Normal,Male,Caucasian,62,Years,Adult,ATCC
CCD-1140Sk,CCD-1140Sk,Normal,Male,Unknown,67,Years,Adult,ATCC
CCD-1141Sk,CCD-1141Sk,Normal,Male,Caucasian,44,Years,Adult,ATCC
CCD-11Lu,CCD-11Lu,Normal,Male,Asian,9,Years,Juvenile,ATCC
CCD-13Lu,CCD-13Lu,Normal,Male,Unknown,71,Years,Adult,ECACC
CCD-14Br,CCD-14Br,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
CCD-16Lu,CCD-16Lu,Normal,Male,Caucasian,35,Years,Adult,ECACC
CCD-186Sk,CCD-186Sk,Normal,Male,Unknown,16,Years,Juvenile,ATCC
CCD-18Co,CCD-18Co,Normal,Female,African,3,Months,Juvenile,ATCC
CCD-19Lu,CCD-19Lu,Normal,Female,Caucasian,20,Years,Adult,ATCC
CCD-25Lu,CCD-25Lu,Normal,Male,Caucasian,7,Years,Juvenile,ECACC
CCD-25Sk,CCD-25Sk,Normal,Male,Unknown,7,Years,Juvenile,ATCC
CCD-27Sk,CCD-27Sk,Normal,Male,African,23,Weeks,Fetus,ATCC
CCD-29Lu,CCD-29Lu,Normal,Male,African,80,Years,Adult,ATCC
CCD-32Lu,CCD-32Lu,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
CCD-32Sk,CCD-32Sk,Normal,Male,Unknown,1,Months,Juvenile,ATCC
CCD-33Co,CCD-33Co,Normal,Male,Caucasian,7,Years,Juvenile,ATCC
CCD-33Lu,CCD-33Lu,Normal,Male,Caucasian,7,Years,Juvenile,ATCC
CCD-34Lu,CCD-34Lu,Normal,Female,African,3,Weeks,Juvenile,ATCC
CCD-34Sk,CCD-34Sk,Normal,Female,African,3,Weeks,Juvenile,ATCC
CCD-37Lu,CCD-37Lu,Normal,Female,Caucasian,4,Years,Juvenile,ECACC
CCD-39Lu,CCD-39Lu,Normal,Female,Caucasian,8,Days,Juvenile,ATCC
CCD-39Sk,CCD-39Sk,Normal,Female,Unknown,1,Weeks,Juvenile,ATCC
CCD-42Sk,CCD-42Sk,Normal,Male,Unknown,4,Years,Juvenile,ATCC
CCD-43Sk,CCD-43Sk,Normal,Male,Caucasian,1,Weeks,Juvenile,ATCC
CCD-8Lu,CCD-8Lu,Normal,Male,Caucasian,48,Years,Adult,ATCC
CCD-944Sk,CCD-944Sk,Normal,Female,Caucasian,66,Years,Adult,ATCC
CCD-973Sk,RS4;11,Leukemia Acute Lymphocytic,Female,Caucasian,32,Years,Adult,ATCC
CCD-986Sk,CCD-986Sk,Normal,Female,African,22,Years,Adult,ATCC
CCF-STTG1,CCF-STTG1,Astrocytoma,Female,Caucasian,68,Years,Adult,ATCC
CCK-81,CCK-81,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
CCRF-CEM,CCRF-CEM,Leukemia Acute Lymphocytic,Female,Caucasian,4,Years,Juvenile,ECACC
CCRF-HSB-2,CCRF-SB,Leukemia Acute Lymphocytic,Male,Caucasian,11.5,Years,Juvenile,ATCC
CCRF-SB,CCRF-SB,Leukemia,Male,Caucasian,11.5,Years,Juvenile,ATCC
Ce Ar,Ce Ar,xeroderma pigmentosum,Female,Unknown,54,Years,Adult,ATCC
Ce Geg,Ce Geg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Ce Wal,Ce Wal,poikiloderma,Male,Unknown,20,Years,Adult,ATCC
CEM/C1,CEM/C1,Leukemia Acute Lymphocytic,Female,Caucasian,4,Years,Juvenile,ATCC
CEM/C2,CEM/C2,Leukemia Acute Lymphocytic,Female,Caucasian,4,Years,Juvenile,ATCC
CEM-CM3,CEM-CM3,Normal,Female,Caucasian,4,Years,Juvenile,ATCC
CESS,CESS,Leukemia,male,Caucasian,Unknown,Unknown,Unknown,ATCC
CF1TKB,CF1TKB,Normal,male,Japanese,13,Years,Juvenile,RIKEN
CFPAC-1,CFPAC-1,Adenocarcinoma Ductal,Male,Caucasian,Unknown,Unknown,Adult,ATCC
CGM1,CGM1,Normal,Male,Unknown,Unknown,Unknown,Unknown,RIKEN
CGTH-W-1,CGTH-W-1,Carcinoma,Female,Chinese,70,Years,Adult,DSMZ
CH1,PA-1,Carcinoma,Female,Caucasian,12,Years,Juvenile,ATCC
CH1Cis,PA-1,Carcinoma,Female,Caucasian,12,Years,Juvenile, --
CHA-59,CHA-59,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
Chab1KMM,Chab1KMM,Normal,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
ChaGo-K-1,ChaGo-K-1,Carcinoma,Male,Unknown,45,Years,Adult,ATCC
Chang Liver,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,ATCC
CHI52,PA-1,Carcinoma,Female,Caucasian,12,Years,Juvenile, --
CHL-1,COLO 699,Adenocarcinoma,Female,Unknown,57,Years,Adult,ATCC
CHO-K1,CHO-K1,Normal,Female,Unknown,Unknown,Unknown,Unknown,ATCC
CHP 3 (M.W.),CHP 3 (M.W.),galactosemia,Male,African,6,Years,Juvenile,ATCC
CHP 4 (W.W.),CHP 4 (W.W.),galactosemia,Male,African,8,Years,Juvenile,ATCC
CHP-126,CHP-126,Neuroblastoma,Female,Unknown,14,Months,Juvenile,RIKEN
CHP-134,CHP-134,Neuroblastoma,Male,Unknown,13,Months,Juvenile,DSMZ
CHP-212,NB9,Neuroblastoma,Male,Unknown,22,Months,Juvenile,ATCC
CHSA 0011,CHSA 0011,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
CHSA 0108,CHSA 0108,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
CHSA8926,CHSA8926,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
CI-1,CI-1,Lymphoma Non-Hodgkins,Female,Unknown,38,Years,Adult,DSMZ
CII,CII,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
citrullinemia,citrullinemia,citrullinemia,Female,Caucasian,Unknown,Unknown,Juvenile,ATCC
CJM,T3M-1,Carcinoma Squamous Cell,Male,Japanese,33,Years,Adult,RIKEN
CJM Cl4,CJM Cl4,Carcinoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
CJM Cl5,CJM Cl5,Carcinoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
CJM Cl6,CJM Cl6,Carcinoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
CJM Cl7,CJM Cl7,Carcinoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
CJM Cl8,CJM Cl8,Carcinoma,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
CL 21,CL 21,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
CL-11,CL-11,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
CL-14,CL-14,Carcinoma,Male,Unknown,Unknown,Unknown,Unknown,DSMZ
CL-34,CL-34,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ
CL-40,CL-40,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ
CLA1RGB,CLA1RGB,Normal,Female,Japanese,2,Years,Juvenile,RIKEN
Clone 15 HL-60,HL-60,Leukemia,Female,Caucasian,36,Years,Adult,ATCC
Clone M-3 [Cloudman S91 melanoma],Clone M-3 [Cloudman S91 melanoma],Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
CMK,CMK,Leukemia,Male,Unknown,10,Months,Juvenile,DSMZ
CMK-11-5,CMK-11-5,Leukemia,Male,Unknown,10,Months,Juvenile,JCRB
CMK-86,CMK-86,Leukemia,Male,Unknown,10,Months,Juvenile,JCRB
CML-T1,CML-T1,Leukemia,Female,Unknown,36,Years,Adult,DSMZ
CMMT,CMMT,NOS,Female,Unknown,Unknown,Unknown,Adult,ATCC
CO 88BV59-1,CO 88BV59-1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Co88BV59H21-2,Co88BV59H21-2,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Co88BV59H21-2V67-66,Co88BV59H21-2V67-66,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
CoCM-1,CoCM-1,Adenocarcinoma,Male,Unknown,45,Years,Adult,JCRB
COLO 201,COLO 201,Adenocarcinoma,Male,Caucasian,70,Years,Adult,ATCC
COLO 205,COLO 201,Adenocarcinoma,Male,Caucasian,70,Years,Adult,ATCC
COLO 206F,COLO 201,Adenocarcinoma,Male,Caucasian,70,Years,Adult,ECACC
COLO 320,COLO 320,Adenocarcinoma,Female,Caucasian,55,Years,Adult,DSMZ
COLO 320DM,COLO 320,Carcinoma,Female,Caucasian,55,Years,Adult,ATCC
COLO 320DMF,COLO 320DMF,Adenocarcinoma,Female,Unknown,55,Years,Adult,ECACC
COLO 320HSR,COLO 320,Adenocarcinoma,Female,Caucasian,55,Years,Adult,ATCC
COLO 668,COLO 668,Carcinoma,Female,Unknown,47,Years,Adult,ECACC
COLO 677,COLO 677,Multiple Myeloma,Male,Unknown,61,Years,Adult,ECACC
COLO 678,COLO 678,Carcinoma,Male,Unknown,69,Years,Adult, --
COLO 679,COLO 679,Melanoma,Female,Unknown,47,Years,Adult,ECACC
COLO 680N,COLO 680N,Carcinoma Squamous Cell,Female,African,57,Years,Adult,DSMZ
COLO 684,COLO 684,Adenocarcinoma,Female,Unknown,63,Years,Adult,ECACC
COLO 685,COLO 684,Adenocarcinoma,Female,Unknown,63,Years,Adult,ECACC
COLO 699,COLO 699,Adenocarcinoma,Female,Unknown,57,Years,Adult,DSMZ
COLO 699N,COLO 699,Adenocarcinoma,Female,Unknown,57,Years,Adult,ECACC
COLO 704,COLO 684,Adenocarcinoma,Female,Unknown,63,Years,Adult,DSMZ
COLO 720E,COLO 720E,Adenocarcinoma,Female,Chinese,74,Years,Adult,ECACC
COLO 720L,COLO 720L,Normal,Female,Chinese,74,Years,Adult,ECACC
COLO 738,COLO 699,Adenocarcinoma,Female,Unknown,57,Years,Adult,ECACC
COLO 741,COLO 741,Carcinoma,Female,Unknown,69,Years,Adult,ECACC
COLO 775,COLO 775,Leukemia,Male,Unknown,61,Years,Adult,ECACC
COLO 783,COLO 783,Melanoma,Female,Unknown,48,Years,Adult,DSMZ
COLO 792,COLO 792,Melanoma,Male,Unknown,62,Years,Adult,ECACC
COLO 794,COLO 794,Melanoma,Male,Unknown,14,Years,Juvenile,ECACC
COLO 800,COLO 794,Melanoma,Male,Unknown,14,Years,Juvenile,ECACC
COLO 818,COLO 794,Melanoma,Male,Unknown,14,Years,Juvenile,DSMZ
COLO 824,COLO 824,Carcinoma,Male,Unknown,52,Years,Adult,DSMZ
COLO 829,COLO 839,Melanoma,Male,Caucasian,43,Years,Adult,ATCC
COLO 829BL,COLO 829BL,Normal,Male,Caucasian,45,Years,Adult,ATCC
COLO 839,COLO 839,Normal,Male,Caucasian,43,Years,Adult,ECACC
COLO 849,COLO 839,Melanoma,Male,Caucasian,43,Years,Adult,DSMZ
COLO 853,COLO 839,Melanoma,Male,Caucasian,43,Years,Adult,ECACC
COLO 857,COLO 839,Melanoma,Male,Caucasian,43,Years,Adult,ECACC
COLO 858,COLO 839,Melanoma,Male,Caucasian,43,Years,Adult,ECACC
Colon-26,Colon-26,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
COR-L105,COR-L105,Adenocarcinoma,Male,Caucasian,Unknown,Unknown,Unknown,ECACC
COR-L23,COR-L23,Carcinoma Large Cell,Male,Caucasian,62,Years,Adult,ECACC
COR-L24,COR-L24,Carcinoma Small Cell,Male,Unknown,71,Years,Adult,ECACC
COR-L26,COR-L26,Carcinoma Large Cell,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COR-L279,COR-L279,Carcinoma Small Cell,Male,Unknown,63,Years,Adult,ECACC
COR-L303,COR-L303,Carcinoma Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COR-L311,COR-L311,Carcinoma Small Cell,Male,Unknown,63,Years,Adult,ECACC
COR-L32,COR-L32,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
COR-L321,COR-L321,Carcinoma,Female,Unknown,58,Years,Adult,ECACC
COR-L47,COR-L47,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ECACC
COR-L51,COR-L47,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ECACC
COR-L64,COR-L64,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
COR-L88,COR-L88,Carcinoma Small Cell,Male,Caucasian,55,Years,Adult,ECACC
COR-L95,COR-L95,Carcinoma Small Cell,Male,Unknown,64,Years,Adult,ECACC
COS-1,COS-1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
COS-7,COS-7,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
COV318,COV318,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV362,COV362,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV413A,COV413A,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV413B,COV413A,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV434,COV434,Tumor Granulosa Cell,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV504,COV504,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
COV644,COV644,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
CPC-N,CPC-N,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
CPT-K5,CPT-K5,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Cri du Chat,Cri du Chat,Normal,Female,Caucasian,Unknown,Unknown,Adult,ATCC
CRO-AP2,CRO-AP2,Lymphoma B-cell,Male,Unknown,49,Years,Adult,DSMZ
CRO-AP3,CRO-AP3,Lymphoma B-cell,Male,Unknown,42,Years,Adult,DSMZ
CRO-AP5,CRO-AP5,Lymphoma B-cell,Male,Unknown,35,Years,Adult,DSMZ
CRO-AP6,CRO-AP6,Lymphoma B-cell,Male,Caucasian,26,Years,Adult,DSMZ
CS1,CS1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
CS1R,CS1R,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
CS2AW,CS2AW,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
CS2OS,CS2OS,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB
CT26.WT,CT26.WT,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
CTB-1,CTB-1,Lymphoma B-cell,male,Japanese,70,Years,Adult,RIKEN
CTV-1,CTV-1,Leukemia,Male,Unknown,40,Years,Adult,DSMZ
CW-2,CW-2,Carcinoma,Female,Japanese,55,Years,Adult,RIKEN
CX-1,HT-29,Adenocarcinoma,Female,Caucasian,44,Years,Adult, --
D1.1,Jurkat,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC
D283 Med,D283 Med,Medulloblastoma,Male,Caucasian,6,Years,Juvenile,ATCC
D341 Med,D341 Med,Medulloblastoma,Male,Caucasian,3.5,Years,Juvenile,ATCC
D422T,GS-109-V-20,Gardner Syndrome,Male,Caucasian,18,Years,Juvenile,JCRB
D98/AH2,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN
Da Bon,Da Bon,osteogenesis imperfecta,Female,Unknown,2,Years,Juvenile,ATCC
Da Cav,Da Cav,Stiff Skin syndrome,Female,Unknown,Unknown,Unknown,Unknown,ATCC
Da Hol,Da Hol,Ehlers-Danlos syndrome,Female,Unknown,8,Years,Juvenile,ATCC
Da Mo,Da Mo,Ehlers-Danlos syndrome,Male,Unknown,12,Years,Juvenile,ATCC
DAKIKI,DAKIKI,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Dami,HEL,Erythroleukemia,Male,Caucasian,30,Years,Adult,ATCC
DAN-G,DAN-G,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
Daoy,Daoy,Medulloblastoma,Male,Caucasian,4,Years,Juvenile,ATCC
Daudi,Daudi,Malignant Lymphoma - Burkitts Type,Male,African,16,Years,Juvenile,ATCC
DB,DB,Lymphoma B-cell,Male,Caucasian,45,Years,Adult,ATCC
DBTRG-05MG,DBTRG-05MG,Glioblastoma,Female,Unknown,Unknown,Unknown,adult,ECACC
De Gin,De Gin,osteoporosis,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
De Te,De Te,Marfan syndrome,Female,Unknown,15,Years,Juvenile,ATCC
DEL,DEL,Histiocytosis,Male,Unknown,12,Years,Juvenile,DSMZ
delta-47,delta-47,Multiple Myeloma,Male,Japanese,72,Years,Adult,JCRB
Dempsey,Dempsey,Klinefelter Syndrome,Male,Caucasian,2.5,Years,Juvenile,ATCC
DEOC-1,DEOC-1,Melanoma,Male,Japanese,59,Years,Adult,RIKEN
DERL-2,DERL-2,Lymphoma T-lymphoblastic,Male,Caucasian,30,Years,Adult,DSMZ
DERL-7,DERL-2,Lymphoma T-lymphoblastic,Male,Caucasian,30,Years,Adult,DSMZ
Detroit 510,Detroit 510,galactosemia,Female,Caucasian,9,Months,Juvenile,ATCC
Detroit 525,Detroit 525,Turner syndrome,Female,Caucasian,3.5,Years,Juvenile,ATCC
Detroit 529,Detroit 529,Down syndrome,Female,Caucasian,2.5,Years,Juvenile,ATCC
Detroit 532,Detroit 532,Normal,Female,Unknown,Unknown,Unknown,Unknown,ATCC
Detroit 539,Detroit 539,Normal,Female,Caucasian,Unknown,Unknown,Unknown,ATCC
Detroit 548,Detroit 548,Normal,Female,Caucasian,Unknown,Unknown,Infant,ATCC
Detroit 551,Detroit 551,Normal,Female,Caucasian,Unknown,Unknown,Fetus,ATCC
Detroit 562,Detroit 562,Carcinoma,Female,Caucasian,Unknown,Unknown,Unknown,ATCC
Detroit 573,Detroit 573,Normal,Female,Caucasian,Unknown,Unknown,Newborn,ATCC
DF,NIH-3T3,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
DFCI-LU011,HCC4006,Adenocarcinoma,Male,Caucasian,50,Years,Adult,ATCC
DG-75,DG-75,Malignant Lymphoma - Burkitts Type,Male,Caucasian,10,Years,Juvenile,ATCC
DJM-1,DJM-1,trichilemmal cyst,Female,Japanese,87,Years,Adult,RIKEN
DK-MG,DK-MG,Glioma,Female,Unknown,67,Years,Adult,DSMZ
DL-40,DL-40,Lymphoma,Female,Japanese,64,Years,Adult,JCRB
