Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
Hs 737.T,Hs 737.T,Bone,Sarcoma,Female,Caucasian,10,Years,Juvenile,ATCC,0,1,1,5,0,10.0,-10,,
Hs 755(B).T,Hs 755(B).T,Bone,Osteosarcoma,Female,Caucasian,18,Years,Juvenile,ATCC,0,1,1,5,0,18.0,-10,,
Hs 821.T,Hs 821.T,Bone,Sarcoma,Female,Caucasian,31,Years,Adult,ATCC,0,1,1,5,0,31.0,-10,,
Hs 822.T,Hs 822.T,Bone,Sarcoma Ewings,Female,Caucasian,9,Years,Juvenile,ATCC,0,1,1,5,0,9.0,-10,,
Hs 863.T,Hs 863.T,Bone,Sarcoma Ewings,Female,Caucasian,5,Years,Juvenile,ATCC,0,1,1,5,0,5.0,-10,,
Hs 868.T,Hs 868.T,Bone,Fibrosarcoma,Female,Caucasian,13,Years,Juvenile,ATCC,parental,1,1,5,4,13.0,-10,,
Hs 88.T,Hs 88.T,Bone,Osteosarcoma,Female,Caucasian,25,Years,Adult,ATCC,0,1,1,5,0,25.0,-10,,
Hs 919.T,Hs 919.T,Bone,osteoid osteoma,Female,Caucasian,34,Years,Adult,ATCC,0,1,1,5,0,34.0,-10,,
HS-Os-1,HS-Os-1,Bone,Osteosarcoma,Female,Unknown,11,Years,Juvenile,RIKEN,0,1,1,6,0,11.0,-10,,
HTST,HTST,Bone,Teratoma,Female,Japanese,2,Months,Juvenile,RIKEN,0,1,1,1,0,0.2,-10,,
HuO-3N1,HuO-3N1,Bone,Osteosarcoma,Female,Unknown,15,Years,Juvenile,JCRB,0,1,1,6,0,15.0,-10,,
HuO9,HuO9,Bone,Osteosarcoma,Female,Japanese,13,Years,Juvenile,JCRB,0,1,1,1,0,13.0,-10,,
HuO9N2,HuO9N2,Bone,Osteosarcoma,Female,Unknown,13,Years,Juvenile,JCRB,0,1,1,6,0,13.0,-10,,
KU-SN,KU-SN,Bone,Sarcoma Ewings,Female,Japanese,4,Years,Juvenile,RIKEN,Parental,1,1,1,4,4.0,-10,,
Saos-2,Saos-2,Bone,Osteosarcoma,Female,Caucasian,11,Years,Juvenile,ATCC,0,1,1,5,0,11.0,-10,,
SW 1353,SW 1353,Bone,Chondrosarcoma,Female,Caucasian,72,Years,Adult,ATCC,0,1,1,5,0,72.0,-10,,
U-2 OS,U-2 OS,Bone,Osteosarcoma,Female,Caucasian,15,Years,Juvenile,ATCC,0,1,1,5,0,15.0,-10,,
NB16,NB16,Bone Marrow,Unknown,Female,Unknown,3,Years,Juvenile,RIKEN,0,1,1,6,0,3.0,-10,,
NB19,NB19,Bone Marrow,Normal,Female,Unknown,1,Years,Juvenile,RIKEN,Parental,1,1,6,4,1.0,-10,,
UBE6T-15,UBE6T-15,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UBE6T-6,UBE6T-6,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UBE6T-7,UBE6T-7,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE6E7-16,UE6E7-16,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE6E7T-11,UE6E7T-11,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE6E7T-12,UE6E7T-12,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE6E7T-2,UE6E7T-2,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE6E7T-3,UE6E7T-3,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE7T-13,UE7T-13,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
UE7T-9,UE7T-9,Bone Marrow,Normal,Female,Unknown,91,Years,Adult,JCRB,Derivative Line?,1,1,6,2,91.0,-10,,
8-MG-BA,8-MG-BA,Brain,Glioma,Female,Unknown,54,Years,Adult,DSMZ,0,1,1,6,0,54.0,-10,,
BEN-MEN-1,BEN-MEN-1,Brain,Meningioma,Female,Unknown,68,Years,Adult,DSMZ,0,1,1,6,0,68.0,-10,,
CCF-STTG1,CCF-STTG1,Brain,Astrocytoma,Female,Caucasian,68,Years,Adult,ATCC,0,1,1,5,0,68.0,-10,,
CHP-126,CHP-126,Brain,Neuroblastoma,Female,Unknown,14,Months,Juvenile,RIKEN,0,1,1,6,0,1.2,-10,,
DBTRG-05MG,DBTRG-05MG,Brain,Glioblastoma,Female,Unknown,Unknown,Unknown,adult,ECACC,0,1,1,6,0,-10.0,-10,,
DK-MG,DK-MG,Brain,Glioma,Female,Unknown,67,Years,Adult,DSMZ,0,1,1,6,0,67.0,-10,,
GAMG,GAMG,Brain,Glioma,Female,Unknown,42,Years,Adult,DSMZ,0,1,1,6,0,42.0,-10,,
GI-ME-N,GI-ME-N,Brain,Neuroblastoma,Female,Caucasian,Unknown,Unknown,Unknown, --,0,1,1,5,0,-10.0,-10,,
HCN-2,HCN-2,Brain,Normal,Female,Unknown,7,Years,Juvenile,ATCC,0,1,1,6,0,7.0,-10,,
HKBMM,HKBMM,Brain,Meningioma,Female,Unknown,48,Years,Adult,RIKEN,0,1,1,6,0,48.0,-10,,
KALS-1,KALS-1,Brain,Glioma,Female,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,1,6,0,-10.0,-10,,
KP-N-NS,KP-N-NS,Brain,Neuroblastoma,Female,Japanese,1,Years,Juvenile,RIKEN,0,1,1,1,0,1.0,-10,,
KS-1,KS-1,Brain,Glioblastoma,Female,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,1,6,0,-10.0,-10,,
LA-N-2,LA-N-2,Brain,Neuroblastoma,Female,Unknown,3,Years,Juvenile,ECACC,0,1,1,6,0,3.0,-10,,
LA1-5s,LA1-5s,Brain,Normal,Female,Unknown,3,Years,Juvenile,ECACC,0,1,1,6,0,3.0,-10,,
LN-229,LN-229,Brain,Glioma,Female,Caucasian,60,Years,Adult,ATCC,0,1,1,5,0,60.0,-10,,
LN-405,LN-405,Brain,Astrocytoma,Female,Unknown,62,Years,Adult,DSMZ,0,1,1,6,0,62.0,-10,,
MC-IXC,MC-IXC,Brain,Neuroblastoma,Female,Caucasian,14,Years,Juvenile,ATCC,Derivative Line,1,1,5,2,14.0,-10,,
NB(TU)1-10,NB(TU)1-10,Brain,Neuroblastoma,Female,Japanese,20,Months,Juvenile,JCRB,0,1,1,1,0,1.7,-10,,
NCC-RbC-54,NCC-RbC-54,Brain,Retinoblastoma,Female,Japanese,3,Months,Juvenile,JCRB,0,1,1,1,0,0.3,-10,,
NCC-RbC-57,NCC-RbC-57,Brain,Retinoblastoma,Female,Japanese,2,Years,Juvenile,JCRB,0,1,1,1,0,2.0,-10,,
NCC-RbC-67,NCC-RbC-67,Brain,Retinoblastoma,Female,Japanese,6,Months,Juvenile,JCRB,0,1,1,1,0,0.5,-10,,
NCC-RbC-92,NCC-RbC-92,Brain,Retinoblastoma,Female,Japanese,1,Years,Juvenile,JCRB,0,1,1,1,0,1.0,-10,,
NH-6,NH-6,Brain,Neuroblastoma,Female,Unknown,9,Months,Juvenile,JCRB,0,1,1,6,0,0.8,-10,,
NMB,NMB,Brain,Neuroblastoma,Female,Unknown,10,Months,Juvenile,DSMZ,0,1,1,6,0,0.8,-10,,
no.11,no.11,Brain,Glioma,Female,Unknown,64,Years,Adult,JCRB,0,1,1,6,0,64.0,-10,,
ONS-76,ONS-76,Brain,Medulloblastoma,Female,Unknown,2,Years,Juvenile,JCRB,0,1,1,6,0,2.0,-10,,
SF-295,SF-295,Brain,Glioblastoma,Female,Unknown,67,Years,Adult,NCI,0,1,1,6,0,67.0,-10,,
SH-SY5Y,SH-SY5Y,Brain,Neuroblastoma,Female,Unknown,4,Years,Juvenile,ATCC,Derivative Line,1,1,6,2,4.0,-10,,
SK-N-AS,SK-N-AS,Brain,Neuroblastoma,Female,Caucasian,6,Years,Juvenile,ATCC,0,1,1,5,0,6.0,-10,,
SK-N-DZ,SK-N-DZ,Brain,Neuroblastoma,Female,Caucasian,2,Years,Juvenile,ATCC,0,1,1,5,0,2.0,-10,,
SK-N-MC,SK-N-MC,Brain,neuroepithelioma,Female,Caucasian,14,Years,Juvenile,ATCC,Derivative Line,1,1,5,2,14.0,-10,,
SK-N-SH,SK-N-SH,Brain,Neuroblastoma,Female,Unknown,4,Years,Juvenile,ATCC,Parental,1,1,6,4,4.0,-10,,
TM-31,TM-31,Brain,Astrocytoma,Female,Japanese,42,Years,Adult,RIKEN,0,1,1,1,0,42.0,-10,,
U-87 MG,U-87 MG,Brain,Glioblastoma,Female,Caucasian,44,Years,Adult,ATCC,0,1,1,5,0,44.0,-10,,
ACC3,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult, --,Parental,1,1,2,4,31.0,-10,,
BOKU,BOKU,Cervix,Carcinoma Squamous Cell,Female,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,1,6,0,-10.0,-10,,
BT-B,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,DSMZ,Parental,1,1,2,4,31.0,-10,,
Bu25 TK-,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
C-33 A,C-33 A,Cervix,Carcinoma,Female,Caucasian,66,Years,Adult,ATCC,0,1,1,5,0,66.0,-10,,
C-4 I,C-4 I,Cervix,Carcinoma,Female,Caucasian,41,Years,Adult,ATCC,Derived from Same patient,1,1,5,2,41.0,-10,,
C-4 II,C-4I,Cervix,Carcinoma,Female,Caucasian,41,Years,Adult,ATCC,0,1,1,5,0,41.0,-10,,
C-4I,C-4I,Cervix,Carcinoma,Female,Caucasian,41,Years,Adult,ATCC,0,1,1,5,0,41.0,-10,,
Ca Ski,Ca Ski,Cervix,Carcinoma,Female,Caucasian,40,Years,Adult,ATCC,0,1,1,5,0,40.0,-10,,
CAL 39,CAL 39,Cervix,Carcinoma Squamous Cell,Female,Unknown,76,Years,Adult,DSMZ,0,1,1,6,0,76.0,-10,,
Chang Liver,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
D98/AH2,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
DoTc2 4510,DoTc2 4510,Cervix,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,1,6,0,-10.0,-10,,
FL,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
FL (HeLa derivative),HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ECACC,Parental,1,1,2,4,31.0,-10,,
GH329,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
GH354,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
GIRARDI HEART,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult, --,Parental,1,1,2,4,31.0,-10,,
GIRARDI HEART C2,GIRARDI HEART C2,Cervix,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,1,6,0,-10.0,-10,,
HCA-1,HCA-1,Cervix,Adenocarcinoma,Female,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,1,1,0,-10.0,-10,,
HCC229,HCC229,Cervix,Carcinoma Squamous Cell,Female,African,35,Years,Adult,UTSW,0,1,1,2,0,35.0,-10,,
HCS-2,HCS-2,Cervix,Carcinoma Squamous Cell,Female,Japanese,42,Years,Adult,JCRB,0,1,1,1,0,42.0,-10,,
HCSC-1,HCSC-1,Cervix,Carcinoma Small Cell,Female,Japanese,48,Years,Adult,JCRB,0,1,1,1,0,48.0,-10,,
HDC,HDC,Cervix,Unknown,Female,Unknown,29,Years,Adult,RIKEN,0,1,1,6,0,29.0,-10,,
HeLa,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
HEp-2,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
HKMUS,SKG-II,Cervix,Carcinoma Squamous Cell,Female,Unknown,50,Years,Adult, --,Contaminant? Requires determination of provenance.,1,1,6,1,50.0,-10,,
HKMUS-SF,SKG-II,Cervix,Carcinoma Squamous Cell,Female,Unknown,50,Years,Adult, --,Contaminant? Requires determination of provenance.,1,1,6,1,50.0,-10,,
HLtat,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
HOKUG,HOKUG,Cervix,Carcinoma,Female,Unknown,53,Years,Adult,RIKEN,0,1,1,6,0,53.0,-10,,
HOMM,HOMM,Cervix,Melamoma,Female,Japanese,34,Years,Adult,RIKEN,0,1,1,1,0,34.0,-10,,
HR5,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ECACC,Parental,1,1,2,4,31.0,-10,,
HR5-CL11,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ECACC,Parental,1,1,2,4,31.0,-10,,
Hs 588.T,Hs 588.T,Cervix,Adenocarcinoma,Female,Caucasian,29,Years,Adult,ATCC,0,1,1,5,0,29.0,-10,,
Hs 636.T,C-4I,Cervix,Carcinoma,Female,Caucasian,41,Years,Adult,ATCC,0,1,1,5,0,41.0,-10,,
HSG (HeLa derivative),HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ECACC,Parental,1,1,2,4,31.0,-10,,
HSGc-C5,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,JCRB,Parental,1,1,2,4,31.0,-10,,
HT-3,HT-3,Cervix,Carcinoma,Female,Caucasian,58,Years,Adult, --,0,1,1,5,0,58.0,-10,,
intestine 407,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
JHUCS-3,JHUCS-3,Cervix,Unknown,Female,Japanese,64,Years,Adult,RIKEN,0,1,1,1,0,64.0,-10,,
JHUS-nk1,JHUS-nk1,Cervix,Carcinoma Squamous Cell,Female,Japanese,40,Years,Adult,RIKEN,0,1,1,1,0,40.0,-10,,
KB,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult, --,Parental,1,1,2,4,31.0,-10,,
L-132,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
L-41,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ECACC,Parental,1,1,2,4,31.0,-10,,
ME-180,ME-180,Cervix,Carcinoma,Female,Caucasian,66,Years,Adult,ATCC,Parental,1,1,5,4,66.0,-10,,
MR1-3 (HeLa derivative),HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult, --,Parental,1,1,2,4,31.0,-10,,
MR10-1,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
MR6,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN,Parental,1,1,2,4,31.0,-10,,
MS751,MS751,Cervix,Carcinoma,Female,Caucasian,47,Years,Adult, --,0,1,1,5,0,47.0,-10,,
NCC16-P11,NCC16-P11,Cervix,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,1,1,0,-10.0,-10,,
NCE 16IIA,NCE 16IIA,Cervix,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB,unresolved,1,1,1,5,-10.0,-10,,
NCE16,NCE16,Cervix,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,1,1,0,-10.0,-10,,
OMC-1,OMC-1,Cervix,Carcinoma Squamous Cell,Female,Japanese,52,Years,Adult,RIKEN,0,1,1,1,0,52.0,-10,,
QG-U,QG-U,Cervix,Carcinoma,Female,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,1,1,0,-10.0,-10,,
SBC-2,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,JCRB,Parental,1,1,2,4,31.0,-10,,
SBC-7,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,DSMZ,Parental,1,1,2,4,31.0,-10,,
SiHa,SiHa,Cervix,Carcinoma Squamous Cell,Female,asian,55,Years,Adult,ATCC,0,1,1,1,0,55.0,-10,,
SISO,SISO,Cervix,Adenocarcinoma,Female,Japanese,67,Years,Adult,DSMZ,0,1,1,1,0,67.0,-10,,
SKG-I,SKG-I,Cervix,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,1,6,0,-10.0,-10,,
SKG-II,SKG-II,Cervix,Carcinoma Squamous Cell,Female,Unknown,50,Years,Adult,JCRB,Contaminant? Requires determination of provenance.,1,1,6,1,50.0,-10,,
SKG-II-SF,SKG-II,Cervix,Carcinoma Squamous Cell,Female,Unknown,50,Years,Adult,RIKEN,Contaminant? Requires determination of provenance.,1,1,6,1,50.0,-10,,
SKG-IIIa,SKG-IIIa,Cervix,Carcinoma Clear Cell,Female,Unknown,Unknown,Unknown,Unknown,JCRB,unresolved,1,1,6,5,-10.0,-10,,
SKG-IIIb,SKG-IIIb,Cervix,Carcinoma Large Cell,Female,Unknown,Unknown,Unknown,Unknown,JCRB,unresolved,1,1,6,5,-10.0,-10,,
SW 756,SW 756,Cervix,Carcinoma Squamous Cell,Female,Caucasian,46,Years,Adult,ATCC,0,1,1,5,0,46.0,-10,,
TC-YIK,TC-YIK,Cervix,Unknown,Female,Japanese,31,Years,Adult,RIKEN,0,1,1,1,0,31.0,-10,,
TCO-2,TCO-2,Cervix,Unknown,Female,Japanese,34,Years,Adult,RIKEN,Parental,1,1,1,4,34.0,-10,,
TCS,TCS,Cervix,Carcinoma Squamous Cell,Female,Japanese,78,Years,Adult,RIKEN,0,1,1,1,0,78.0,-10,,
WRL 68,HeLa,Cervix,Adenocarcinoma,Female,African,31,Years,Adult,ATCC,Parental,1,1,2,4,31.0,-10,,
CCD 841 CoN,CCD 841 CoN,Colon,Normal,Female,Unknown,21,Weeks,Fetus,ATCC,0,1,1,6,0,0.4,-10,,
CCD 841 CoTr,CCD 841 CoTr,Colon,Normal,Female,Unknown,21,Weeks,Fetus,ATCC,0,1,1,6,0,0.4,-10,,
CCD-112 CoN,CCD-112 CoN,Colon,Normal,Female,Unknown,22,Weeks,Fetus,ATCC,0,1,1,6,0,0.4,-10,,
CCD-18Co,CCD-18Co,Colon,Normal,Female,African,3,Months,Juvenile,ATCC,0,1,1,2,0,0.3,-10,,
CL-34,CL-34,Colon,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,1,6,0,-10.0,-10,,
CL-40,CL-40,Colon,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,1,6,0,-10.0,-10,,
COLO 320,COLO 320,Colon,Adenocarcinoma,Female,Caucasian,55,Years,Adult,DSMZ,Parental,1,1,5,4,55.0,-10,,
COLO 320DM,COLO 320,Colon,Carcinoma,Female,Caucasian,55,Years,Adult,ATCC,Parental,1,1,5,4,55.0,-10,,
COLO 320DMF,COLO 320DMF,Colon,Adenocarcinoma,Female,Unknown,55,Years,Adult,ECACC,0,1,1,6,0,55.0,-10,,
COLO 320HSR,COLO 320,Colon,Adenocarcinoma,Female,Caucasian,55,Years,Adult,ATCC,Parental,1,1,5,4,55.0,-10,,
COLO 741,COLO 741,Colon,Carcinoma,Female,Unknown,69,Years,Adult,ECACC,0,1,1,6,0,69.0,-10,,
CW-2,CW-2,Colon,Carcinoma,Female,Japanese,55,Years,Adult,RIKEN,0,1,1,1,0,55.0,-10,,
CX-1,HT-29,Colon,Adenocarcinoma,Female,Caucasian,44,Years,Adult, --,Parental,1,1,5,4,44.0,-10,,
GP2d,GP2d,Colon,Adenocarcinoma,Female,Unknown,71,Years,Adult,ECACC,Derived from same patient,1,1,6,2,71.0,-10,,
GP5d,GP2d,Colon,Adenocarcinoma,Female,Unknown,71,Years,Adult,ECACC,Derived from same patient,1,1,6,2,71.0,-10,,
HCA-46,HCA-46,Colon,Adenocarcinoma,Female,Unknown,53,Years,Adult,ECACC,0,1,1,6,0,53.0,-10,,
HCA-7,HCA-7,Colon,Adenocarcinoma,Female,Unknown,58,Years,Adult,ECACC,0,1,1,6,0,58.0,-10,,
HCC1263,HCC1263,Colon,Adenocarcinoma,Female,African,20,Years,Adult,UTSW,0,1,1,2,0,20.0,-10,,
HCC1623,HCC1623,Colon,Adenocarcinoma,Female,African,58,Years,Adult,UTSW,0,1,1,2,0,58.0,-10,,
HCC3270,HCC3270,Colon,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,1,6,0,-10.0,-10,,
HCC826,HCC826,Colon,Carcinoma,Female,African,40,Years,Adult,UTSW,0,1,1,2,0,40.0,-10,,
HM7,LS-174T,Colon,Adenocarcinoma,Female,Caucasian,58,Years,Adult, --,Derivative Line,1,1,5,2,58.0,-10,,
Hs 255.T,Hs 255.T,Colon,Adenocarcinoma,Female,Caucasian,46,Years,Adult,ATCC,0,1,1,5,0,46.0,-10,,
HT-29,HT-29,Colon,Adenocarcinoma,Female,Caucasian,44,Years,Adult,ATCC,Parental,1,1,5,4,44.0,-10,,
JHCA-ov,JHCA-ov,Colon,Carcinoma,Female,Japanese,52,Years,Adult,RIKEN,0,1,1,1,0,52.0,-10,,
LS-123,LS-123,Colon,Adenocarcinoma,Female,Caucasian,65,Years,Adult, --,0,1,1,5,0,65.0,-10,,
LS-174T,LS-174T,Colon,Adenocarcinoma,Female,Caucasian,58,Years,Adult,ATCC,Derivative Line,1,1,5,2,58.0,-10,,
LS-180,LS-174T,Colon,Adenocarcinoma,Female,Caucasian,58,Years,Adult,ATCC,Derivative Line,1,1,5,2,58.0,-10,,
MT-3,LS-174T,Colon,Adenocarcinoma,Female,Caucasian,58,Years,Adult,JCRB,Derivative Line,1,1,5,2,58.0,-10,,
MV522,HT-29,Colon,Adenocarcinoma,Female,Caucasian,44,Years,Adult, --,Parental,1,1,5,4,44.0,-10,,
PMF-ko14,PMF-ko14,Colon,Carcinoma,Female,Japanese,51,Years,Adult,RIKEN,0,1,1,1,0,51.0,-10,,
RCM-1,RCM-1,Colon,Adenocarcinoma,Female,Unknown,73,Years,Adult,JCRB,0,1,1,6,0,73.0,-10,,
SNU-C2A,SNU-C2A,Colon,Carcinoma,Female,Asian,43,Years,Adult,ATCC,Derived from same patient,1,1,1,2,43.0,-10,,
SNU-C2B,SNU-C2B,Colon,Carcinoma,Female,Asian,43,Years,Adult,ATCC,Derived from same patient,1,1,1,2,43.0,-10,,
SW 1417,SW 1417,Colon,Adenocarcinoma,Female,Caucasian,Unknown,Unknown,Adult,ECACC,0,1,1,5,0,-10.0,-10,,
SW 1463,SW 1463,Colon,Adenocarcinoma,Female,Caucasian,66,Years,Adult,ECACC,0,1,1,5,0,66.0,-10,,
SW 403,SW 403,Colon,Adenocarcinoma,Female,Caucasian,51,Years,Adult,ECACC,0,1,1,5,0,51.0,-10,,
SW 48,SW 48,Colon,Adenocarcinoma,Female,Caucasian,82,Years,Adult,ECACC,0,1,1,5,0,82.0,-10,,
SW 948,SW 948,Colon,Adenocarcinoma,Female,Caucasian,81,Years,Adult,ECACC,0,1,1,5,0,81.0,-10,,
WiDr,HT-29,Colon,Adenocarcinoma,Female,Caucasian,44,Years,Adult,ATCC,Parental,1,1,5,4,44.0,-10,,
TO 166.M,TO 166.M,connectiove tissue,Normal,Female,Caucasian,21,Years,Adult,ATCC,0,1,1,5,0,21.0,-10,,
MFH-ino,MFH-ino,Connective Tissue,Malignant Fibrous Histiocytoma,Female,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,1,1,0,-10.0,-10,,
A431NS,A-431,Duodenum,Carcinoma Squamous Cell,Female,Unknown,85,Years,Adult,ATCC,Derivative Line,1,1,6,2,85.0,-10,,
TGBC18TKB,TGBC18TKB,Duodenum,Adenocarcinoma,Female,Japanese,79,Years,Adult,RIKEN,0,1,1,1,0,79.0,-10,,
HE-1,HE-1,Embryo,Normal,Female,Unknown,Unknown,Unknown,Fetal,JCRB,0,1,1,6,0,-10.0,-10,,
HEPM,HEPM,Embryo,Normal,Female,Unknown,Unknown,Unknown,Fetal,ATCC,0,1,1,6,0,-10.0,-10,,
Hs 144.We,Hs 144.We,Embryo,Normal,Female,Unknown,5,Weeks,Fetal,ATCC,0,1,1,6,0,0.1,-10,,
KhES-1,KhES-1,Embryo,Normal,Female,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,1,6,0,-10.0,-10,,
KhES-2,KhES-2,Embryo,Normal,Female,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,1,6,0,-10.0,-10,,
KMS-6,KMS-6,Embryo,Normal,Female,Unknown,9,Weeks,Fetal,JCRB,0,1,1,6,0,0.2,-10,,
KMST-6,KMST-6,Embryo,Normal,Female,Unknown,9,Weeks,Fetal,JCRB,0,1,1,6,0,0.2,-10,,
OUMS-24/P6X,OUMS-24/P6X,Embryo,Normal,Female,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,1,1,0,-10.0,-10,,
COLO 680N,COLO 680N,Esophagus,Carcinoma Squamous Cell,Female,African,57,Years,Adult,DSMZ,0,1,1,2,0,57.0,-10,,
KYSE-150,KYSE-150,Esophagus,Carcinoma Squamous Cell,Female,Japanese,49,Years,Adult,JCRB,0,1,1,1,0,49.0,-10,,
KYSE-170,KYSE-170,Esophagus,Carcinoma Squamous Cell,Female,Japanese,53,Years,Adult,JCRB,0,1,1,1,0,53.0,-10,,
KYSE-510,KYSE-510,Esophagus,Carcinoma Squamous Cell,Female,Japanese,67,Years,Adult,DSMZ,0,1,1,1,0,67.0,-10,,
KYSE-520,KYSE-520,Esophagus,Carcinoma Squamous Cell,Female,Japanese,58,Years,Adult,DSMZ,0,1,1,1,0,58.0,-10,,
OE33,OE33,Esophagus,Adenocarcinoma,Female,Unknown,73,Years,Adult,ECACC,0,1,1,6,0,73.0,-10,,
TE-15,TE-15,Esophagus,Carcinoma Squamous Cell,Female,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,1,6,0,-10.0,-10,,
HCE-T,HCE-T,Eye,Mormal,Female,Unknown,49,Years,Adult,RIKEN,0,1,1,6,0,49.0,-10,,
HCEC-12,HCEC-12,Eye,Normal,Female,Caucasian,91,Years,Adult,DSMZ,Parental,1,1,5,4,91.0,-10,,
HCEC-B4G12,HCEC-B4G12,Eye,Normal,Female,Caucasian,91,Years,Adult,DSMZ,Derivative Line,1,1,5,2,91.0,-10,,
HCEC-H9C1,HCEC-H9C1,Eye,Normal,Female,Caucasian,91,Years,Adult,DSMZ,0,1,1,5,0,91.0,-10,,
